N,P,K,temperature,humidity,ph,rainfall,label
109.2,23.7,31.8,26.56,56.72,6.86,157.34,coffee
108.8,27.8,28.6,23.58,54.57,6.91,140.21,coffee
104.5,16.0,18.8,25.33,59.74,7.24,156.7,coffee
114.3,25.9,27.8,26.61,59.81,6.88,157.62,coffee
95.8,28.1,47.4,26.17,64.82,7.08,183.39,coffee
94.5,36.8,35.6,20.61,60.67,6.61,151.74,coffee
99.1,18.8,31.1,26.13,60.57,6.22,125.2,coffee
103.2,23.3,31.6,22.52,58.31,6.66,152.49,coffee
114.8,31.6,13.2,23.33,53.23,6.79,156.76,coffee
98.7,14.5,28.9,26.63,59.84,7.27,162.16,coffee
101.8,23.5,32.3,25.22,57.85,7.35,163.19,coffee
109.5,17.7,19.9,24.33,53.73,6.59,132.96,coffee
91.6,35.3,24.1,23.18,65.99,6.58,158.97,coffee
98.6,23.4,35.3,23.78,58.28,6.19,172.61,coffee
95.0,26.2,31.6,22.72,63.33,6.42,156.17,coffee
90.6,28.3,22.1,24.31,47.04,6.63,155.88,coffee
98.0,41.8,29.3,27.32,60.73,6.51,147.62,coffee
104.3,17.0,34.8,27.34,58.9,7.07,168.22,coffee
105.1,33.4,32.6,25.79,59.63,6.92,159.53,coffee
91.7,54.0,36.2,26.22,57.19,6.55,142.28,coffee
115.8,20.4,27.6,26.52,62.14,6.75,165.56,coffee
119.0,32.3,25.0,29.99,59.4,6.85,146.43,coffee
97.7,28.0,26.0,24.75,56.85,7.05,175.43,coffee
99.8,30.3,16.1,19.93,57.26,6.56,161.37,coffee
101.2,31.9,32.7,28.03,62.15,6.6,160.03,coffee
102.4,9.1,28.0,25.06,61.47,6.37,160.74,coffee
110.2,21.5,30.4,28.42,57.9,6.58,152.48,coffee
98.1,29.5,24.1,25.93,59.21,6.95,145.03,coffee
102.7,17.5,31.4,30.09,55.25,6.75,154.2,coffee
107.9,20.1,24.4,22.6,62.9,7.43,151.28,coffee
91.3,21.5,19.5,23.26,60.62,6.66,153.26,coffee
104.1,28.7,22.7,26.86,56.01,6.96,167.73,coffee
112.0,39.6,29.5,27.16,54.99,6.95,145.02,coffee
85.0,31.3,32.6,26.66,56.28,7.22,161.01,coffee
103.2,28.6,42.9,25.22,51.97,6.0,167.1,coffee
84.7,28.5,33.5,27.6,57.55,6.57,156.66,coffee
102.2,21.3,20.3,23.76,53.48,6.74,175.14,coffee
100.5,16.9,43.6,24.51,58.26,7.05,171.46,coffee
115.1,23.4,30.8,26.17,60.32,6.61,150.69,coffee
94.1,30.3,25.5,25.39,62.45,6.43,155.43,coffee
105.8,28.0,33.8,24.94,56.01,7.28,152.8,coffee
107.1,23.1,34.5,25.73,59.15,6.84,173.1,coffee
109.9,36.7,26.7,27.81,58.07,6.92,159.16,coffee
86.0,31.1,16.2,26.72,64.23,6.66,168.14,coffee
101.2,14.1,35.9,25.15,57.55,7.29,156.42,coffee
104.5,43.1,14.0,27.28,54.5,7.28,152.73,coffee
106.0,37.1,27.1,26.64,61.03,6.91,171.14,coffee
102.6,19.9,18.3,22.57,51.41,7.04,172.25,coffee
105.8,28.2,29.3,28.8,56.82,6.42,157.04,coffee
104.9,32.6,24.0,25.71,54.9,6.82,174.49,coffee
119.7,23.9,26.7,25.45,54.51,6.44,166.45,coffee
